,Id,Rol,Victima,Sexo,Edad,Dias_hospitalizado,N_victimas,Año,Mes,Dia,Hora,Calle,Altura,Cruce,Dirección,Comuna,Latitud,Longitud,Acusado
532,2020-0004,PEATON,PEATON,MASCULINO,82,1.0,1.0,2020.0,1.0,14.0,21.0,RODRIGUEZ PE?A,,RIVADAVIA AV.,RODRIGUEZ PEÃA y RIVADAVIA AV.,1.0,-58.39055614,-34.60919284,PASAJEROS
533,2020-0005,CONDUCTOR,MOTO,MASCULINO,25,27.0,1.0,2020.0,1.0,14.0,6.0,24 DE NOVIEMBRE,,SAN JUAN AV.,24 DE NOVIEMBRE y SAN JUAN AV.,3.0,-58.41036975,-34.62477021,PASAJEROS
534,2020-0006,CONDUCTOR,MOTO,MASCULINO,23,0.0,1.0,2020.0,1.0,20.0,12.0,LAFUENTE AV.,2250.0,SD,LAFUENTE AV. 2250,8.0,-58.44925765,-34.65412546,CARGAS
535,2020-0007,PEATON,PEATON,MASCULINO,52,0.0,1.0,2020.0,1.0,27.0,0.0,CHILE,,LIMA,CHILE y LIMA,1.0,-58.3815685,-34.61648696,MOTO
536,2020-0008,CONDUCTOR,MOTO,MASCULINO,49,0.0,1.0,2020.0,1.0,30.0,7.0,CORDOBA AV.,,"JAURES, JEAN","CORDOBA AV. y JAURES, JEAN",2.0,-58.40662899,-34.59804521,CARGAS
537,2020-0009,PEATON,PEATON,MASCULINO,48,1.0,1.0,2020.0,2.0,4.0,14.0,"PERON, JUAN DOMINGO, TTE. GENERAL",,"SALGUERO, JERONIMO","PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5.0,-58.41985649,-34.6060085,AUTO
538,2020-0010,CONDUCTOR,MOTO,MASCULINO,SD,0.0,1.0,2020.0,2.0,8.0,5.0,9 DE JULIO AV.,,SAN JUAN AV.,9 DE JULIO AV. y SAN JUAN AV.,1.0,-58.38099833,-34.62214953,OBJETO FIJO
539,2020-0011,CONDUCTOR,MOTO,MASCULINO,31,0.0,1.0,2020.0,2.0,12.0,11.0,COLOMBRES,466.0,SD,COLOMBRES 466,5.0,-58.41803309,-34.61823178,CARGAS
540,2020-0012,PEATON,PEATON,FEMENINO,66,0.0,1.0,2020.0,2.0,18.0,21.0,MEXICO,2860.0,SD,MEXICO 2860,3.0,-58.40604003,-34.61783553,MOTO
541,2020-0013,PEATON,PEATON,FEMENINO,58,12.0,1.0,2020.0,2.0,20.0,12.0,COMBATIENTES DE MALVINAS AV.,,TRIUNVIRATO AV.,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15.0,-58.47549929,-34.57994061,MOTO
542,2020-0014,CONDUCTOR,MOTO,MASCULINO,SD,0.0,1.0,2020.0,2.0,27.0,2.0,BERMUDEZ,,NOGOYA,BERMUDEZ y NOGOYA,11.0,-58.51398484,-34.61600366,PASAJEROS
543,2020-0015,CONDUCTOR,MOTO,MASCULINO,29,0.0,1.0,2020.0,2.0,28.0,14.0,BRASIL AV.,,PASEO COLON AV.,BRASIL AV. y PASEO COLON AV.,1.0,-58.36797542,-34.62519403,PASAJEROS
544,2020-0016,PEATON,PEATON,MASCULINO,68,9.0,1.0,2020.0,2.0,29.0,13.0,"ALEM, LEANDRO N. AV.",770.0,SD,"ALEM, LEANDRO N. AV. 770",1.0,-58.37133616,-34.59879316,PASAJEROS
545,2020-0017,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2020.0,3.0,5.0,23.0,BELGRANO AV.,,RINCON,BELGRANO AV. y RINCON,3.0,-58.39613805,-34.61413568,AUTO
546,2020-0018,CONDUCTOR,MOTO,MASCULINO,31,0.0,1.0,2020.0,3.0,9.0,14.0,"UDAONDO, GUILLERMO AV.",901.0,SD,"UDAONDO, GUILLERMO AV. 901",13.0,-58.44903073,-34.54200276,OBJETO FIJO
547,2020-0019,PEATON,PEATON,FEMENINO,80,0.0,1.0,2020.0,3.0,10.0,21.0,CONSTITUCION,,CASTRO,CONSTITUCION y CASTRO,5.0,-58.41972364,-34.6284667,AUTO
548,2020-0020,PEATON,PEATON,FEMENINO,74,4.0,1.0,2020.0,3.0,13.0,17.0,PUEYRREDON AV.,,"GOMEZ, VALENTIN","PUEYRREDON AV. y GOMEZ, VALENTIN",3.0,-58.40571596,-34.60557123,MOTO
549,2020-0021,PEATON,PEATON,FEMENINO,87,0.0,1.0,2020.0,3.0,14.0,16.0,"BRAVO, MARIO",1279.0,SD,"BRAVO, MARIO 1279",2.0,-58.4145159,-34.59488319,AUTO
550,2020-0022,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44,0.0,1.0,2020.0,4.0,7.0,6.0,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,ESCALADA AV.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9.0,-58.47297505,-34.66245085,CARGAS
551,2020-0023,CONDUCTOR,AUTO,MASCULINO,44,24.0,1.0,2020.0,4.0,9.0,18.0,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",,"BROWN, ALTE. AV.","ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4.0,-58.35791192,-34.63695178,CARGAS
552,2020-0024,CONDUCTOR,AUTO,MASCULINO,53,0.0,1.0,2020.0,4.0,24.0,7.0,MURGUIONDO,1339.0,SD,MURGUIONDO 1339,9.0,-58.50801713,-34.65177305,AUTO
553,2020-0025,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2020.0,5.0,12.0,5.0,RIVADAVIA AV.,2551.0,SD,RIVADAVIA AV. 2551,3.0,-58.40258477,-34.60975108,AUTO
554,2020-0027,PEATON,PEATON,MASCULINO,76,0.0,1.0,2020.0,5.0,18.0,8.0,"DELLEPIANE, LUIS, TTE. GRAL.",,MONTIEL,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8.0,-58.48267426,-34.68454456,CARGAS
555,2020-0028,PEATON,PEATON,MASCULINO,91,4.0,1.0,2020.0,5.0,19.0,10.0,"SCALABRINI ORTIZ, RAUL AV.",,WARNES AV.,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15.0,-58.44248936,-34.60221948,PASAJEROS
556,2020-0029,PEATON,PEATON,MASCULINO,80,2.0,1.0,2020.0,6.0,10.0,14.0,"PAZ, GRAL. AV.",,"ROFFO, ANGEL H., DR.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9.0,-58.52909134,-34.63886726,PASAJEROS
557,2020-0030,CONDUCTOR,MOTO,MASCULINO,40,0.0,1.0,2020.0,6.0,16.0,15.0,SAN MARTIN AV.,1550.0,SD,SAN MARTIN AV. 1550,6.0,-58.45158942,-34.6064658,MULTIPLE
558,2020-0031,CONDUCTOR,MOTO,MASCULINO,29,0.0,1.0,2020.0,6.0,30.0,8.0,"GARZON, EUGENIO, GRAL. AV.",,LARRAYA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9.0,-58.49344309,-34.65788529,CARGAS
559,2020-0032,CONDUCTOR,MOTO,MASCULINO,21,0.0,1.0,2020.0,7.0,10.0,23.0,CORRIENTES AV.,,SERRANO,CORRIENTES AV. y SERRANO,15.0,-58.44259166,-34.59635137,AUTO
560,2020-0033,CONDUCTOR,AUTO,MASCULINO,32,0.0,1.0,2020.0,7.0,19.0,6.0,"PAZ, GRAL. AV.",,DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13.0,-58.46743471,-34.53476874,OBJETO FIJO
561,2020-0034,PEATON,PEATON,FEMENINO,SD,0.0,1.0,2020.0,8.0,2.0,3.0,"MITRE, BARTOLOME",,"ANCHORENA, TOMAS MANUEL DE, DR.","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3.0,-58.41178158,-34.60922259,AUTO
562,2020-0035,CONDUCTOR,MOTO,MASCULINO,40,0.0,1.0,2020.0,8.0,4.0,5.0,AUTOPISTA 25 DE MAYO,,SD,AUTOPISTA 25 DE MAYO y PUMACAHUA,7.0,-58.45068621,-34.63638927,PASAJEROS
563,2020-0036,PEATON,PEATON,MASCULINO,72,15.0,1.0,2020.0,8.0,7.0,18.0,"SCALABRINI ORTIZ, RAUL AV.",,PARAGUAY,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14.0,-58.42016954,-34.5877879,MOTO
564,2020-0037,PEATON,PEATON,MASCULINO,38,0.0,1.0,2020.0,8.0,29.0,4.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8.0,-58.43850413,-34.65554754,AUTO
565,2020-0038,CONDUCTOR,AUTO,MASCULINO,46,0.0,2.0,2020.0,8.0,30.0,4.0,LAS HERAS GENERAL AV.,,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14.0,-58.40617526,-34.58345898,AUTO
566,2020-0038,CONDUCTOR,AUTO,MASCULINO,64,0.0,2.0,2020.0,8.0,30.0,4.0,LAS HERAS GENERAL AV.,,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14.0,-58.40617526,-34.58345898,AUTO
567,2020-0040,CONDUCTOR,AUTO,MASCULINO,SD,0.0,1.0,2020.0,9.0,12.0,3.0,"CASTILLO, RAMON S., PRES. AV.",,CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2.0,-58.38526125,-34.5780581,OBJETO FIJO
568,2020-0041,CONDUCTOR,MOTO,MASCULINO,34,0.0,1.0,2020.0,9.0,28.0,1.0,CURAPALIGUE,,"PERON, EVA AV.","CURAPALIGUE y PERON, EVA AV.",7.0,-58.4475047,-34.63491705,PASAJEROS
569,2020-0042,PEATON,PEATON,FEMENINO,53,0.0,1.0,2020.0,9.0,29.0,17.0,"DIAZ, ANA",,SOLDADO DE LA FRONTERA AV.,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8.0,-58.46745752,-34.68192648,PASAJEROS
570,2020-0043,PEATON,PEATON,MASCULINO,64,0.0,1.0,2020.0,9.0,30.0,17.0,"ALEM, LEANDRO N. AV.",,PARAGUAY,"ALEM, LEANDRO N. AV. y PARAGUAY",1.0,-58.37202621,-34.59717942,PASAJEROS
571,2020-0044,CONDUCTOR,AUTO,MASCULINO,43,0.0,1.0,2020.0,10.0,5.0,0.0,LA PLATA AV.,,INDEPENDENCIA AV.,LA PLATA AV. e INDEPENDENCIA AV.,6.0,-58.42779702,-34.62207347,AUTO
572,2020-0045,CONDUCTOR,AUTO,MASCULINO,50,0.0,1.0,2020.0,10.0,19.0,3.0,"PAZ, GRAL. AV.",,27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8.0,-58.46244952,-34.70524971,CARGAS
573,2020-0046,CONDUCTOR,MOTO,MASCULINO,41,0.0,1.0,2020.0,10.0,27.0,21.0,NAZCA AV.,,"CARRANZA, ADOLFO P.","NAZCA AV. y CARRANZA, ADOLFO P.",11.0,-58.4844016,-34.60776782,MOTO
574,2020-0047,PEATON,PEATON,MASCULINO,15,0.0,1.0,2020.0,10.0,27.0,14.0,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,,LACARRA AV.,AUTOPISTA PRESIDENTE HÃCTOR J. CÃMPORA y LACARRA AV.,9.0,-58.46668375,-34.65174801,CARGAS
575,2020-0048,CONDUCTOR,MOTO,MASCULINO,41,0.0,1.0,2020.0,10.0,29.0,20.0,DORREGO AV.,614.0,SD,DORREGO AV. 614,15.0,-58.4495878,-34.59322448,OBJETO FIJO
576,2020-0049,PEATON,PEATON,MASCULINO,36,0.0,1.0,2020.0,10.0,30.0,20.0,DEL LIBERTADOR AV.,,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1.0,-58.37533517,-34.59276462,AUTO
577,2020-0050,PEATON,PEATON,FEMENINO,28,0.0,1.0,2020.0,11.0,1.0,22.0,SANTA FE AV.,,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,14.0,-58.42525456,-34.57866344,MOTO
578,2020-0051,CONDUCTOR,MOTO,MASCULINO,49,0.0,1.0,2020.0,11.0,5.0,0.0,AVELLANEDA AV.,,MERCEDES,AVELLANEDA AV. y MERCEDES,10.0,-58.48493828,-34.62981124,AUTO
579,2020-0052,CICLISTA,BICICLETA,MASCULINO,44,0.0,1.0,2020.0,11.0,7.0,6.0,TUCUMAN,,PUEYRREDON AV.,TUCUMAN y PUEYRREDON AV.,3.0,-58.40480504,-34.60183884,CARGAS
580,2020-0053,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27,0.0,1.0,2020.0,11.0,9.0,3.0,"ALCORTA, AMANCIO AV.",,"EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4.0,-58.41125934,-34.6541774,AUTO
581,2020-0054,CICLISTA,BICICLETA,MASCULINO,59,4.0,1.0,2020.0,11.0,19.0,9.0,INCLAN,,ALBERTI,INCLAN y ALBERTI,4.0,-58.39956546,-34.6297708,AUTO
582,2020-0055,PEATON,PEATON,MASCULINO,91,22.0,1.0,2020.0,11.0,19.0,12.0,OLAZABAL AV.,5437.0,SD,OLAZABAL AV. 5437,12.0,-58.49005682,-34.5786897,CARGAS
583,2020-0056,CONDUCTOR,MOTO,FEMENINO,34,0.0,1.0,2020.0,11.0,21.0,13.0,"PAZ, GRAL. AV.",,"ROCA, CNEL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",8.0,-58.47064556,-34.69843756,CARGAS
584,2020-0057,PEATON,PEATON,MASCULINO,84,0.0,1.0,2020.0,11.0,23.0,7.0,NAZCA AV.,,"VIALE, LUIS","NAZCA AV. y VIALE, LUIS",11.0,-58.4750156,-34.61945902,AUTO
585,2020-0058,PEATON,PEATON,MASCULINO,57,1.0,1.0,2020.0,11.0,24.0,16.0,OLIVERA AV.,,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",10.0,-58.48727942,-34.63652467,AUTO
586,2020-0059,PEATON,PEATON,FEMENINO,49,13.0,1.0,2020.0,12.0,1.0,6.0,BRASIL,1100.0,SD,BRASIL 1100,1.0,-58.3795169,-34.62794241,PASAJEROS
587,2020-0060,PEATON,PEATON,FEMENINO,69,0.0,1.0,2020.0,12.0,3.0,20.0,HOMERO,,"PERON, EVA AV.","HOMERO y PERON, EVA AV.",9.0,-58.47750832,-34.65672199,MOTO
588,2020-0061,CONDUCTOR,MOTO,MASCULINO,45,1.0,1.0,2020.0,12.0,3.0,14.0,"CANTILO, INT.",,"UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13.0,-58.44927253,-34.54048625,CARGAS
589,2020-0062,CICLISTA,BICICLETA,MASCULINO,47,0.0,1.0,2020.0,12.0,4.0,17.0,MORENO,1845.0,SD,MORENO 1845,3.0,-58.39246272,-34.61253541,PASAJEROS
590,2020-0063,PEATON,PEATON,MASCULINO,38,0.0,2.0,2020.0,12.0,5.0,7.0,NUEVA YORK,,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,11.0,-58.52783814,-34.61047001,MOTO
591,2020-0063,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,0.0,2.0,2020.0,12.0,5.0,7.0,NUEVA YORK,,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,11.0,-58.52783814,-34.61047001,MOTO
592,2020-0065,CONDUCTOR,MOTO,MASCULINO,24,1.0,1.0,2020.0,12.0,5.0,16.0,"PAZ, GRAL. AV.",,"GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12.0,-58.49332664,-34.54836855,AUTO
593,2020-0066,CONDUCTOR,MOTO,MASCULINO,27,0.0,1.0,2020.0,12.0,7.0,4.0,AUTOPISTA PERITO MORENO,,SD,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10.0,-58.50178784,-34.63593897,OBJETO FIJO
594,2020-0067,PEATON,PEATON,MASCULINO,51,0.0,1.0,2020.0,12.0,11.0,22.0,SAENZ AV.,,BEAZLEY,SAENZ AV. y BEAZLEY,4.0,-58.41657793,-34.65476216,PASAJEROS
595,2020-0068,CONDUCTOR,MOTO,MASCULINO,71,8.0,1.0,2020.0,12.0,12.0,20.0,DEL LIBERTADOR AV.,,AUSTRIA,DEL LIBERTADOR AV. y AUSTRIA,2.0,-58.39731474,-34.58307887,AUTO
596,2020-0069,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,0.0,1.0,2020.0,12.0,15.0,5.0,INDEPENDENCIA AV.,,"SAENZ PE?A, LUIS, PRES.","INDEPENDENCIA AV. y SAENZ PEÃA, LUIS, PRES.",1.0,-58.38746381,-34.61790839,PASAJEROS
597,2020-0070,PEATON,PEATON,FEMENINO,81,5.0,1.0,2020.0,12.0,17.0,15.0,CALLAO AV.,,"LAS HERAS, GENERAL","CALLAO AV. y LAS HERAS, GENERAL",2.0,-58.39189441,-34.59176378,PASAJEROS
598,2020-0071,PEATON,PEATON,MASCULINO,4,0.0,1.0,2020.0,12.0,17.0,23.0,SAN PEDRITO AV.,,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7.0,-58.46749188,-34.63551751,AUTO
599,2020-0072,CICLISTA,BICICLETA,MASCULINO,42,0.0,1.0,2020.0,12.0,19.0,3.0,JUJUY AV.,,"CALVO, CARLOS","JUJUY AV. y CALVO, CARLOS",3.0,-58.40280471,-34.62113271,AUTO
600,2020-0073,CONDUCTOR,MOTO,MASCULINO,56,0.0,1.0,2020.0,12.0,20.0,7.0,27 DE FEBRERO AV.,,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8.0,-58.44451316,-34.68475866,OBJETO FIJO
601,2020-0074,CONDUCTOR,AUTO,MASCULINO,39,0.0,1.0,2020.0,12.0,20.0,21.0,BOGOTA,,NAZCA AV.,BOGOTA y NAZCA AV.,7.0,-58.47110424,-34.62742408,AUTO
602,2020-0075,PEATON,PEATON,MASCULINO,23,0.0,1.0,2020.0,12.0,23.0,14.0,CORRIENTES AV.,,9 DE JULIO AV.,CORRIENTES AV. y 9 DE JULIO AV.,1.0,-58.38220928,-34.60373898,PASAJEROS
603,2020-0076,CONDUCTOR,AUTO,FEMENINO,78,24.0,1.0,2020.0,12.0,24.0,12.0,ALVAREZ JONTE AV.,,CHIVILCOY,ALVAREZ JONTE AV. y CHIVILCOY,10.0,-58.49794468,-34.61565025,PASAJEROS
604,2020-0077,CONDUCTOR,MOTO,FEMENINO,30,0.0,2.0,2020.0,12.0,25.0,6.0,SAN MARTIN AV.,,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,15.0,-58.47220945,-34.60111373,AUTO
605,2020-0077,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24,0.0,2.0,2020.0,12.0,25.0,6.0,SAN MARTIN AV.,,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,15.0,-58.47220945,-34.60111373,AUTO
606,2020-0078,CICLISTA,BICICLETA,MASCULINO,26,0.0,1.0,2020.0,12.0,25.0,5.0,BARCO CENTENERA DEL,1118.0,SD,BARCO CENTENERA DEL 1118,7.0,-58.43706741,-34.63217813,PASAJEROS
607,2020-0079,CONDUCTOR,MOTO,MASCULINO,28,0.0,1.0,2020.0,12.0,27.0,4.0,"PAZ, GRAL. AV.",,"GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12.0,-58.49332664,-34.54836855,OBJETO FIJO
608,2021-0001,CONDUCTOR,MOTO,MASCULINO,36,0.0,1.0,2021.0,1.0,6.0,18.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,SD,AU FRONDIZI KM. 3,1.0,-58.37960727,-34.62622851,AUTO
609,2021-0002,CONDUCTOR,MOTO,FEMENINO,47,0.0,1.0,2021.0,1.0,7.0,10.0,"CASTRO, EMILIO AV.",,MURGUIONDO,"CASTRO, EMILIO AV. y MURGUIONDO",9.0,-58.51061062,-34.64972472,CARGAS
610,2021-0003,CONDUCTOR,MOTO,MASCULINO,27,0.0,1.0,2021.0,1.0,10.0,7.0,AUTOPISTA 25 DE MAYO,,SD,AUTOPISTA 25 DE MAYO KM. 3.7,7.0,-58.43052224,-34.62941648,OBJETO FIJO
611,2021-0004,PEATON,PEATON,FEMENINO,61,0.0,1.0,2021.0,1.0,11.0,9.0,CASEROS AV.,,GUARANI,CASEROS AV. y GUARANI,5.0,-58.41455544,-34.63866836,CARGAS
612,2021-0005,PEATON,PEATON,MASCULINO,73,3.0,1.0,2021.0,1.0,11.0,21.0,"PERON, EVA AV.",3800.0,SD,"PERON, EVA AV. 3800",9.0,-58.46774439,-34.64730145,AUTO
613,2021-0006,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,0.0,1.0,2021.0,1.0,12.0,21.0,AUTOPISTA ARTURO ILLIA,,SARMIENTO AV.,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14.0,-58.40786274,-34.56726817,CARGAS
614,2021-0007,CONDUCTOR,MOTO,MASCULINO,84,8.0,1.0,2021.0,1.0,18.0,10.0,DE LOS CONSTITUYENTES AV.,,GIRIBONE,DE LOS CONSTITUYENTES AV. y GIRIBONE,15.0,-58.48744301,-34.58622275,MOTO
615,2021-0008,PEATON,PEATON,MASCULINO,28,0.0,1.0,2021.0,1.0,22.0,23.0,SAENZ AV.,,"RABANAL, FRANCISCO, INTENDENTE AV.","SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4.0,-58.41657793,-34.65476216,PASAJEROS
616,2021-0009,CONDUCTOR,MOTO,MASCULINO,31,0.0,1.0,2021.0,1.0,23.0,5.0,PAYSANDU,,GAONA AV.,PAYSANDU y GAONA AV.,6.0,-58.45351111,-34.61134937,OBJETO FIJO
617,2021-0010,CONDUCTOR,MOTO,MASCULINO,28,0.0,1.0,2021.0,1.0,23.0,8.0,"PAZ, GRAL. AV.",,"BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12.0,-58.5007381,-34.5497951,AUTO
618,2021-0011,PEATON,PEATON,MASCULINO,21,0.0,1.0,2021.0,1.0,27.0,1.0,SANTA FE AV.,1675.0,SD,SANTA FE AV. 1675,2.0,-58.39144148,-34.59564871,AUTO
619,2021-0012,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2021.0,1.0,29.0,20.0,"DELLEPIANE, LUIS, TTE. GRAL.",,GUAMINI,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8.0,-58.48191128,-34.68385968,AUTO
620,2021-0013,CONDUCTOR,MOTO,MASCULINO,41,0.0,1.0,2021.0,1.0,31.0,6.0,"FALCON, RAMON L.,CNEL.",,OLIVERA AV.,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10.0,-58.48727942,-34.63652467,OBJETO FIJO
621,2021-0014,PEATON,PEATON,MASCULINO,28,16.0,1.0,2021.0,2.0,2.0,0.0,SAN MARTIN AV.,,NOGOYA,SAN MARTIN AV. y NOGOYA,15.0,-58.48328708,-34.59779521,AUTO
622,2021-0015,CONDUCTOR,MOTO,MASCULINO,26,0.0,1.0,2021.0,2.0,6.0,3.0,SAN MARTIN AV.,,TINOGASTA,SAN MARTIN AV. y TINOGASTA,15.0,-58.49018543,-34.5972499,OBJETO FIJO
623,2021-0016,CONDUCTOR,AUTO,MASCULINO,22,0.0,1.0,2021.0,2.0,14.0,5.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,"DE LA TORRE, LISANDRO","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8.0,-58.47230127,-34.68482689,OBJETO FIJO
624,2021-0017,CONDUCTOR,MOTO,MASCULINO,33,0.0,1.0,2021.0,2.0,17.0,4.0,SALTA,,CASEROS AV.,SALTA y CASEROS AV.,1.0,-58.38262614,-34.63168269,PASAJEROS
625,2021-0018,PEATON,PEATON,MASCULINO,36,16.0,1.0,2021.0,2.0,20.0,19.0,"JAURES, JEAN",,"PERON, JUAN DOMINGO, TTE. GENERAL","JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3.0,-58.41047268,-34.60793518,AUTO
626,2021-0019,CONDUCTOR,MOTO,MASCULINO,30,0.0,1.0,2021.0,2.0,21.0,1.0,TRIUNVIRATO AV.,,"LARRALDE, CRISOLOGO AV.","TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12.0,-58.49659234,-34.56353635,OBJETO FIJO
627,2021-0020,PEATON,PEATON,FEMENINO,SD,0.0,1.0,2021.0,2.0,21.0,15.0,POTOSI,,GASCON,POTOSI y GASCON,5.0,-58.42462955,-34.60727189,CARGAS
628,2021-0021,CONDUCTOR,MOTO,MASCULINO,39,6.0,1.0,2021.0,2.0,26.0,5.0,"YRIGOYEN, HIPOLITO",,24 DE NOVIEMBRE,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3.0,-58.41168345,-34.61185625,OBJETO FIJO
629,2021-0022,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68,6.0,1.0,2021.0,2.0,28.0,12.0,DEL LIBERTADOR AV.,,ROOSEVELT FRANKLIN D.,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13.0,-58.45157681,-34.55217303,SD
630,2021-0024,CICLISTA,BICICLETA,MASCULINO,5,0.0,1.0,2021.0,3.0,3.0,16.0,"PERON, EVA AV.",,PIEDRA BUENA AV.,"PERON, EVA AV. y PIEDRA BUENA AV.",9.0,-58.49573651,-34.67006054,CARGAS
631,2021-0025,CONDUCTOR,MOTO,MASCULINO,37,0.0,1.0,2021.0,3.0,11.0,3.0,"PAZ, GRAL. AV.",,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8.0,-58.48695354,-34.68795245,OTRO
632,2021-0026,CONDUCTOR,MOTO,MASCULINO,36,0.0,1.0,2021.0,3.0,15.0,2.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,SD,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4.0,-58.37562539,-34.64449357,OBJETO FIJO
633,2021-0027,CONDUCTOR,MOTO,FEMENINO,19,0.0,1.0,2021.0,3.0,16.0,15.0,"PAZ, GRAL. AV.",,DONADO,"PAZ, GRAL. AV. y DONADO",12.0,-58.49491054,-34.54795581,CARGAS
634,2021-0028,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2021.0,3.0,29.0,17.0,COREA AV.,,"TORRES Y TENORIO, PRES.","COREA AV. y TORRES Y TENORIO, PRES.",7.0,-58.44147621,-34.64357704,PASAJEROS
635,2021-0029,CONDUCTOR,AUTO,MASCULINO,26,2.0,1.0,2021.0,3.0,31.0,18.0,"FALCON, RAMON L.,CNEL.",,SAN PEDRITO AV.,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7.0,-58.46899119,-34.63215432,AUTO
636,2021-0030,PEATON,PEATON,MASCULINO,36,4.0,1.0,2021.0,4.0,3.0,18.0,FINOCHIETTO ENRIQUE DR.,1623.0,SD,FINOCHIETTO ENRIQUE DR. 1623,4.0,-58.38685612,-34.63455776,PASAJEROS
